y_pred,y_test
0.50039184,1.0
0.78126454,1.0
0.43633306,0.0
0.24613957,0.0
0.117637105,0.0
0.18677399,0.0
0.19852267,0.0
0.7602131,1.0
0.8063231,1.0
0.6012346,1.0
0.6068977,1.0
0.7495761,0.0
0.6696152,0.0
0.6314151,0.0
0.2731387,0.0
0.743195,0.0
0.32332712,0.0
0.50786763,1.0
0.54257214,0.0
0.45744228,0.0
0.29125038,0.0
0.59244585,1.0
0.23598835,0.0
0.8104474,1.0
0.62940943,1.0
0.56259894,0.0
0.24631009,0.0
0.7427255,1.0
0.34187216,0.0
0.40715143,1.0
0.5604073,0.0
0.74086326,1.0
0.24762833,0.0
0.8807508,1.0
0.7287428,1.0
0.32705376,1.0
0.7283622,1.0
0.70626795,1.0
0.8039728,1.0
0.6807928,1.0
0.24837877,0.0
0.5811728,1.0
0.13134488,0.0
0.3205878,0.0
0.8290161,1.0
0.49160445,1.0
0.677261,1.0
0.41775146,0.0
0.07672581,0.0
0.316826,0.0
0.8543375,1.0
0.36969924,0.0
0.2191026,0.0
0.74447894,1.0
0.7611929,1.0
0.25550795,0.0
0.41466773,0.0
0.7290165,1.0
0.31726202,0.0
0.87973416,1.0
0.66024536,1.0
0.9060319,1.0
0.61727273,0.0
0.40522015,0.0
0.4699784,0.0
0.28482848,0.0
0.44111946,0.0
0.10487058,0.0
0.57813144,1.0
0.759513,1.0
0.18538874,0.0
0.34412056,0.0
0.46201968,0.0
0.3985236,0.0
0.6428204,1.0
0.7988545,1.0
0.42354485,1.0
0.14133905,0.0
0.79268503,1.0
0.38079467,0.0
0.22683223,0.0
0.71709055,1.0
0.7926464,1.0
0.47253206,1.0
0.29287708,0.0
0.2522362,1.0
0.6251774,0.0
0.59675086,1.0
0.4642789,0.0
0.73066455,0.0
0.64317375,1.0
0.3022095,1.0
0.27844393,1.0
0.33326063,0.0
0.6358116,0.0
0.23539746,0.0
0.64294344,1.0
0.5303691,1.0
0.3869882,1.0
0.829129,1.0
0.12142437,0.0
0.20114686,0.0
0.702573,0.0
0.6537237,1.0
0.71577066,1.0
0.54394424,0.0
0.5859647,0.0
0.2781481,1.0
0.3012125,0.0
0.60824805,1.0
0.65461874,1.0
0.33002067,1.0
0.53093916,1.0
0.1905791,0.0
0.5024126,1.0
0.5473405,1.0
0.68813217,1.0
0.5275561,1.0
0.5212964,1.0
0.6202665,0.0
0.12522204,0.0
0.47367465,0.0
0.48031944,1.0
0.86238223,1.0
0.20596299,0.0
0.5810535,1.0
0.8808064,1.0
0.26444274,0.0
0.7352684,1.0
0.7846457,1.0
0.44801643,1.0
0.7238565,1.0
0.7951536,1.0
0.33683774,1.0
0.63889956,1.0
0.17998016,0.0
0.76367325,1.0
0.767283,1.0
0.67785716,1.0
0.6678779,1.0
0.6076845,1.0
0.6074748,0.0
0.59519565,1.0
0.388483,0.0
0.13983786,0.0
0.79389787,1.0
0.4006593,0.0
0.4992813,0.0
0.76304394,1.0
0.6786653,1.0
0.46225673,1.0
0.17265326,0.0
0.5598951,1.0
0.58921486,0.0
0.14176469,0.0
0.3840818,0.0
0.77048045,1.0
0.3613499,0.0
0.5945965,1.0
0.7117994,1.0
0.7740821,1.0
0.6438043,1.0
0.26475626,0.0
0.6346139,1.0
0.14204459,0.0
0.22732747,0.0
0.27032068,0.0
0.28691128,1.0
0.50783896,1.0
0.31807,0.0
0.83583194,1.0
0.4433202,0.0
0.18310754,0.0
0.47517225,0.0
0.69235134,1.0
0.6086226,0.0
0.75694656,1.0
0.6843544,1.0
0.7301485,1.0
0.29075447,1.0
0.41777843,0.0
0.18023117,0.0
0.30081362,0.0
0.45599392,0.0
0.3361872,0.0
0.62529653,1.0
0.45408446,0.0
0.54829437,0.0
0.24627607,0.0
0.68912965,1.0
0.5663891,0.0
0.8113581,1.0
0.6457988,1.0
0.5309836,1.0
0.78259987,1.0
0.33828515,0.0
0.42945573,0.0
0.6487429,1.0
0.5676882,0.0
0.14663893,0.0
0.80849177,1.0
0.5133646,0.0
0.25331038,0.0
0.68904245,1.0
0.4745999,0.0
0.38886002,1.0
0.17087097,0.0
0.18401927,0.0
0.46742213,1.0
0.6991542,1.0
0.67779344,0.0
0.5840686,1.0
0.731513,1.0
0.38636288,1.0
0.34197816,1.0
0.48127824,0.0
0.6115874,1.0
0.30239555,1.0
0.28424224,0.0
0.3369318,0.0
0.6379103,0.0
0.48851183,1.0
0.60729927,1.0
0.47288257,1.0
0.48049286,0.0
0.17084697,0.0
0.7727275,1.0
0.6809707,1.0
0.82052374,1.0
0.6310391,1.0
0.63739747,1.0
0.39453936,0.0
0.31812367,1.0
0.7595439,1.0
0.5704145,1.0
0.83854175,1.0
0.7993717,1.0
0.78603846,1.0
0.40010566,1.0
0.18139385,0.0
0.33985677,1.0
0.80231833,1.0
0.6991388,1.0
0.64800143,0.0
0.4239968,0.0
0.66349614,1.0
0.5523622,1.0
0.48246247,0.0
0.6327939,0.0
0.6131493,0.0
0.2754192,0.0
0.5578951,0.0
0.83138084,1.0
0.551689,1.0
0.13160549,0.0
0.2759917,0.0
0.30312005,1.0
0.6040964,0.0
0.2832614,0.0
0.27666727,0.0
0.31704646,0.0
0.17060855,0.0
0.55162585,0.0
0.27054328,0.0
0.83140814,1.0
0.46697876,0.0
0.7293974,1.0
0.1373744,0.0
0.8548931,1.0
0.30709583,1.0
0.4577963,1.0
0.24927765,1.0
0.18232527,0.0
0.20148632,0.0
0.6610395,0.0
0.18187763,0.0
0.72665876,0.0
0.6241493,0.0
0.109981984,0.0
0.6114493,0.0
0.88131094,1.0
0.77611434,1.0
0.3039352,0.0
0.2572429,0.0
0.29859385,0.0
0.19180644,0.0
0.46390042,1.0
0.22284494,0.0
0.8734914,1.0
0.42998958,1.0
0.1704999,0.0
0.22293316,0.0
0.58448464,1.0
0.3832563,1.0
0.74463093,1.0
0.45330712,1.0
0.8687104,1.0
0.44563502,1.0
0.8169241,1.0
0.38614857,0.0
0.8607907,1.0
0.23760001,0.0
0.8268458,1.0
0.53764546,1.0
0.6137248,0.0
0.69269216,1.0
0.87339693,1.0
0.8914622,1.0
0.5547745,1.0
0.3386364,1.0
0.68201834,0.0
0.24658118,0.0
0.69266444,1.0
0.61762124,1.0
0.13762522,0.0
0.6977103,1.0
0.11795404,0.0
0.09973882,0.0
0.56294274,0.0
0.6160579,1.0
0.37725163,0.0
0.85510814,1.0
0.7694883,0.0
0.66765386,1.0
0.44193873,0.0
0.82201815,1.0
0.53230035,1.0
0.6961622,0.0
0.8307426,1.0
0.70045084,0.0
0.7466616,0.0
0.72560555,1.0
0.121087864,0.0
0.49349958,0.0
0.85146755,0.0
0.28182957,0.0
0.43184915,1.0
0.43525863,0.0
0.46906325,0.0
0.6966884,1.0
0.19155546,1.0
0.57899255,1.0
0.62943673,0.0
0.70296067,1.0
0.567123,1.0
0.71013695,0.0
0.48596117,1.0
0.8635703,1.0
0.5915697,0.0
0.6197228,1.0
0.42303315,1.0
0.5178161,1.0
0.8560667,1.0
0.62939346,1.0
0.2606693,0.0
0.16794306,0.0
0.60894716,0.0
0.6337506,0.0
0.33906174,1.0
0.37159362,0.0
0.3660819,0.0
0.55387163,0.0
0.21960428,1.0
0.5591786,1.0
0.54408777,0.0
0.50718653,1.0
0.6582487,0.0
0.4328281,0.0
0.41478938,1.0
0.8254329,1.0
0.70822024,1.0
0.7419621,1.0
0.13832314,0.0
0.5148313,0.0
0.8804151,1.0
0.6937354,1.0
0.77095,1.0
0.6560727,1.0
0.7970163,1.0
0.814688,1.0
0.1985419,0.0
0.8252874,1.0
0.3072405,0.0
0.71716195,0.0
0.22360495,0.0
0.7081724,0.0
0.7929135,0.0
0.43887576,0.0
0.61301774,1.0
0.5893026,0.0
0.16513783,1.0
0.6762026,1.0
0.7785817,1.0
0.24076991,0.0
0.63882077,0.0
0.25187153,1.0
0.45096084,1.0
0.7674252,1.0
0.22980647,0.0
0.19968595,0.0
0.87420934,1.0
0.54190344,1.0
0.50156385,0.0
0.17649563,0.0
0.74932164,1.0
0.71452075,1.0
0.74156964,1.0
0.7585208,1.0
0.2173565,0.0
0.7780691,1.0
0.22784017,1.0
0.3082304,0.0
0.5588244,1.0
0.51531184,0.0
0.5888372,0.0
0.3820903,1.0
0.11435679,0.0
0.31905094,0.0
0.34567183,0.0
0.1425726,0.0
0.29420573,0.0
0.7020537,1.0
0.84198904,1.0
0.28833643,0.0
0.59752536,1.0
0.37675157,0.0
0.54715437,1.0
0.28723896,1.0
0.16240397,0.0
0.8513104,1.0
0.7036312,1.0
0.2246257,1.0
0.19302748,0.0
0.18363,0.0
0.68154156,1.0
0.23982055,0.0
0.5690502,0.0
0.84358007,1.0
0.3653371,1.0
0.7885468,1.0
0.6451502,1.0
0.6959543,1.0
0.78494376,1.0
0.15809555,0.0
0.571941,1.0
0.35244796,0.0
0.2681738,0.0
0.58370364,1.0
0.5656184,1.0
0.30286306,0.0
0.77839077,1.0
0.23885587,0.0
0.6647813,1.0
0.25229058,0.0
0.48474026,0.0
0.6777978,1.0
0.4661183,0.0
0.41682434,0.0
0.545661,1.0
0.6851361,1.0
0.75730854,1.0
0.59367955,1.0
0.48343918,0.0
0.679476,0.0
0.34078115,1.0
0.20514984,0.0
0.69719714,1.0
0.47359097,1.0
0.38157383,1.0
0.2827241,1.0
0.24106237,0.0
0.30992225,0.0
0.68888855,0.0
0.40219563,1.0
0.45580724,0.0
0.5575861,1.0
0.3451759,0.0
0.27948007,0.0
0.38884708,0.0
0.70591027,1.0
0.76320773,1.0
0.86843365,1.0
0.3930262,0.0
0.10983613,0.0
0.61166453,0.0
0.55388683,1.0
0.7751489,1.0
0.2500391,0.0
0.5715613,0.0
0.48387995,0.0
0.62761873,1.0
0.33312696,0.0
0.30795246,0.0
0.7670514,0.0
0.6187516,1.0
0.49747145,1.0
0.21415405,0.0
0.3523839,0.0
0.51889086,1.0
0.82261735,1.0
0.4940738,0.0
0.8967026,1.0
0.802882,1.0
0.5279757,1.0
0.5255183,0.0
0.7285642,1.0
0.19852439,0.0
