,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1967,1,61.0,114.0,4.087462841250339,59,3,2.0,25,3.0,3,4,8,0,63,0.0,0.0,0.0,77.0,0.0,1.584962500721156,0.0,40.0
1968,1,69.0,217.0,3.9068905956085187,93,18,0.0,80,10.0,4,6,20,0,45,0.0,2.584962500721156,20.0,24.0,4.0,2.0,1.0,78.0
1969,1,59.0,159.0,3.584962500721156,74,2,1.0,33,11.0,1,3,3,1,100,0.0,0.0,,,,1.0,,100.0
1970,1,51.0,106.0,2.807354922057604,65,13,0.0,78,1.0,4,6,18,1,56,0.0,0.0,87.0,86.0,5.0,1.584962500721156,2.0,100.0
1971,0,76.0,368.0,2.807354922057604,80,31,0.0,100,,7,8,32,3,16,0.0,0.0,21.0,50.0,8.0,1.584962500721156,1.584962500721156,65.0
1972,0,79.0,198.0,4.643856189774724,102,9,1.0,90,54.0,6,2,10,0,40,0.0,0.0,1.0,,2.0,1.0,0.0,43.0
1973,1,68.0,293.0,1.584962500721156,65,15,1.584962500721156,100,,6,8,16,3,50,0.0,1.0,86.0,61.0,5.0,1.584962500721156,2.0,88.0
1974,0,63.0,218.0,2.0,90,13,1.0,74,58.0,6,5,19,3,26,0.0,1.0,56.0,84.0,5.0,2.0,1.0,89.0
1975,0,87.0,302.0,3.9068905956085187,151,20,0.0,100,,7,8,20,0,30,0.0,0.0,18.0,,3.0,1.584962500721156,0.0,50.0
1976,0,66.0,144.0,1.0,66,39,1.0,88,6.0,4,5,41,3,2,0.0,1.584962500721156,29.0,,6.0,1.0,1.0,33.0
1977,1,61.0,114.0,2.321928094887362,56,6,1.0,86,3.0,0,2,7,3,0,0.0,0.0,69.0,,4.0,,1.0,100.0
1978,0,73.0,184.0,2.584962500721156,69,13,0.0,85,5.0,4,6,13,1,23,0.0,1.584962500721156,8.0,92.0,1.0,1.584962500721156,0.0,43.0
1979,1,59.0,30.0,1.584962500721156,15,10,0.0,100,,7,8,12,1,25,0.0,2.0,62.0,32.0,6.0,1.584962500721156,2.0,89.0
1980,1,86.0,294.0,3.321928094887362,118,16,0.0,100,,7,8,16,1,19,0.0,0.0,18.0,,2.0,1.584962500721156,0.0,44.0
1981,0,67.0,296.0,1.0,68,20,0.0,100,,7,8,22,5,27,0.0,3.0,64.0,,7.0,1.0,1.584962500721156,80.0
1982,1,57.0,74.0,2.584962500721156,30,14,1.0,94,63.0,6,5,16,3,44,0.0,0.0,96.0,61.0,7.0,1.584962500721156,1.0,91.0
1983,1,84.0,484.0,4.087462841250339,142,8,1.0,80,67.0,6,5,10,0,40,0.0,1.0,11.0,53.0,3.0,1.0,0.0,100.0
1984,1,58.0,231.0,4.754887502163468,113,16,0.0,76,4.0,4,6,17,0,18,0.0,0.0,71.0,,6.0,1.0,2.0,78.0
1985,1,68.0,319.0,1.584962500721156,127,26,0.0,93,20.0,6,6,28,2,29,0.0,0.0,29.0,47.0,9.0,2.321928094887362,1.584962500721156,62.0
1986,0,74.0,331.0,3.4594316186372973,121,52,0.0,100,,7,8,54,1,28,0.0,1.584962500721156,47.0,90.0,7.0,1.584962500721156,1.0,53.0
1987,1,88.0,229.0,4.392317422778761,102,22,0.0,100,,7,8,22,0,27,0.0,0.0,5.0,,2.0,1.0,0.0,50.0
1988,1,66.0,136.0,1.584962500721156,40,20,0.0,100,,7,8,22,6,9,0.0,0.0,33.0,,6.0,1.0,2.0,64.0
1989,1,62.0,226.0,2.321928094887362,79,42,0.0,98,76.0,6,6,42,6,21,0.0,1.0,50.0,81.0,13.0,2.0,2.321928094887362,80.0
1990,1,64.0,92.0,2.0,35,21,1.584962500721156,91,33.0,6,6,24,5,23,0.0,1.0,9.0,58.0,3.0,2.321928094887362,0.0,53.0
1991,1,70.0,67.0,3.4594316186372973,25,4,0.0,100,,7,8,4,3,75,0.0,0.0,98.0,101.0,1.0,1.584962500721156,1.0,100.0
1992,1,65.0,12.0,3.0,10,2,0.0,100,,7,8,2,1,50,0.0,1.0,103.0,,1.0,,1.0,100.0
1993,0,60.0,182.0,3.321928094887362,87,19,1.0,84,8.0,4,6,20,1,21,0.0,0.0,93.0,60.0,8.0,1.584962500721156,2.321928094887362,100.0
1994,1,59.0,181.0,3.807354922057604,71,15,2.0,93,12.0,6,6,18,0,27,0.0,1.584962500721156,41.0,31.0,3.0,1.584962500721156,,71.0
1995,1,54.0,39.0,2.807354922057604,19,6,3.0,100,,0,8,15,1,75,0.0,1.584962500721156,92.0,86.0,2.0,2.0,1.584962500721156,100.0
1996,0,87.0,378.0,4.169925001442312,116,17,0.0,100,,7,8,17,0,6,0.0,1.0,14.0,,6.0,,0.0,60.0
1997,1,71.0,135.0,4.643856189774724,73,21,1.584962500721156,87,15.0,6,4,23,0,4,0.0,0.0,26.0,,4.0,1.0,1.0,55.0
1998,0,86.0,283.0,4.754887502163468,121,13,0.0,100,,7,8,16,0,44,0.0,0.0,0.0,82.0,1.0,1.0,0.0,40.0
1999,0,66.0,394.0,3.0,123,28,1.584962500721156,93,1.0,0,2,31,1,0,0.0,1.0,12.0,,6.0,,0.0,41.0
2000,0,73.0,261.0,2.321928094887362,66,31,0.0,100,,7,8,31,8,16,0.0,2.0,18.0,,7.0,1.584962500721156,1.0,53.0
2001,1,74.0,111.0,1.584962500721156,37,8,0.0,100,,7,8,9,2,22,0.0,2.321928094887362,49.0,73.0,5.0,1.584962500721156,1.0,88.0
2002,1,68.0,155.0,3.807354922057604,48,10,1.584962500721156,90,8.0,4,6,12,0,40,0.0,0.0,59.0,49.0,3.0,2.321928094887362,0.0,100.0
2003,0,75.0,130.0,1.0,61,20,0.0,100,,7,8,21,3,19,0.0,0.0,57.0,98.0,3.0,2.0,1.584962500721156,43.0
2004,0,77.0,101.0,3.807354922057604,63,31,0.0,100,,7,8,32,0,9,0.0,1.0,36.0,3.0,2.0,1.584962500721156,1.0,40.0
2006,1,86.0,348.0,5.459431618637297,170,11,0.0,100,,7,8,11,0,18,0.0,1.0,23.0,,4.0,1.0,0.0,63.0
2007,0,71.0,301.0,4.169925001442312,132,13,0.0,93,4.0,4,6,14,0,36,0.0,0.0,46.0,,2.0,1.0,1.0,60.0
2008,1,72.0,166.0,3.700439718141092,74,37,1.0,95,7.0,4,4,41,0,15,0.0,1.0,16.0,,3.0,1.0,1.0,26.0
2009,0,77.0,173.0,3.584962500721156,59,7,1.0,100,,7,8,8,1,43,0.0,0.0,69.0,,1.0,1.0,0.0,100.0
2010,1,68.0,374.0,2.321928094887362,72,21,0.0,95,2.0,4,6,22,5,36,0.0,0.0,45.0,79.0,5.0,1.584962500721156,1.0,70.0
2011,1,74.0,219.0,4.247927513443585,90,15,1.584962500721156,71,8.0,4,5,17,0,41,0.0,2.0,25.0,51.0,3.0,2.0,0.0,75.0
2012,1,65.0,336.0,1.0,78,33,1.0,94,21.0,6,2,35,2,40,0.0,2.321928094887362,59.0,30.0,11.0,2.584962500721156,2.0,80.0
2013,1,56.0,213.0,2.0,71,18,1.584962500721156,70,1.0,3,5,20,4,10,0.0,1.0,9.0,,4.0,1.0,0.0,56.0
2014,1,55.0,223.0,4.584962500721156,107,12,1.584962500721156,79,2.0,4,5,15,0,36,0.0,0.0,86.0,50.0,4.0,2.0,1.584962500721156,100.0
2015,1,65.0,317.0,2.584962500721156,132,12,1.584962500721156,80,10.0,3,2,15,4,20,0.0,3.321928094887362,43.0,90.0,7.0,1.584962500721156,1.584962500721156,100.0
2017,0,72.0,225.0,3.321928094887362,56,17,0.0,100,,7,8,17,5,12,0.0,1.584962500721156,50.0,,7.0,1.0,1.0,69.0
2018,1,79.0,116.0,3.169925001442312,67,46,0.0,100,,7,8,51,2,25,0.0,0.0,4.0,28.0,6.0,1.584962500721156,1.0,45.0
2019,0,74.0,219.0,3.807354922057604,90,30,0.0,100,,7,8,30,0,33,0.0,1.584962500721156,28.0,,9.0,1.584962500721156,1.0,79.0
2020,1,66.0,62.0,1.0,37,18,0.0,100,,7,8,22,3,5,0.0,1.0,64.0,,9.0,1.0,2.0,85.0
2021,0,73.0,304.0,2.0,97,54,0.0,100,,7,8,54,4,37,0.0,1.0,19.0,89.0,6.0,2.584962500721156,1.584962500721156,50.0
2022,1,75.0,98.0,2.0,56,20,0.0,95,69.0,6,6,20,2,20,0.0,0.0,16.0,,3.0,,1.0,33.0
2023,1,66.0,165.0,2.807354922057604,69,21,1.584962500721156,59,23.0,6,3,27,4,48,0.0,1.0,22.0,71.0,2.0,2.0,0.0,63.0
2024,1,75.0,60.0,4.392317422778761,32,13,0.0,100,,7,8,13,0,31,0.0,2.321928094887362,40.0,75.0,1.0,1.584962500721156,1.0,50.0
2025,1,80.0,234.0,2.321928094887362,74,23,0.0,100,,7,8,23,1,17,0.0,1.0,32.0,85.0,3.0,1.584962500721156,0.0,83.0
2026,1,63.0,124.0,2.321928094887362,70,41,0.0,86,4.0,4,6,43,2,47,0.0,0.0,17.0,71.0,4.0,2.584962500721156,0.0,48.0
2027,0,73.0,83.0,1.584962500721156,37,24,0.0,100,,7,8,25,2,24,0.0,1.584962500721156,29.0,58.0,3.0,1.584962500721156,1.0,45.0
2028,0,62.0,190.0,2.321928094887362,80,29,1.0,74,13.0,5,5,31,3,45,0.0,1.0,60.0,82.0,6.0,3.169925001442312,1.0,100.0
2029,0,73.0,135.0,3.9068905956085187,72,27,1.0,87,17.0,6,5,30,0,47,0.0,1.0,0.0,24.0,1.0,2.584962500721156,0.0,60.0
2030,0,82.0,111.0,4.247927513443585,67,4,0.0,100,,7,8,4,0,50,0.0,0.0,14.0,,1.0,,0.0,100.0
2031,0,86.0,423.0,4.700439718141092,149,14,0.0,93,,6,7,15,0,53,0.0,0.0,23.0,60.0,3.0,1.584962500721156,0.0,83.0
2032,1,56.0,295.0,1.0,115,22,1.0,81,1.0,4,4,27,2,33,0.0,0.0,66.0,88.0,4.0,2.321928094887362,1.0,73.0
2033,0,67.0,404.0,4.321928094887363,133,17,0.0,100,,7,8,18,0,50,0.0,1.0,81.0,76.0,4.0,2.0,2.0,100.0
2034,0,68.0,261.0,4.0,104,25,0.0,96,65.0,6,6,25,0,24,0.0,1.0,78.0,20.0,7.0,2.0,2.321928094887362,83.0
2035,1,68.0,46.0,3.700439718141092,31,11,0.0,91,13.0,6,6,11,0,36,0.0,0.0,33.0,56.0,4.0,1.584962500721156,0.0,86.0
2036,0,62.0,135.0,1.584962500721156,63,9,2.0,69,22.0,6,3,14,1,38,0.0,0.0,0.0,,0.0,,,0.0
2037,1,63.0,59.0,4.087462841250339,29,7,0.0,71,12.0,6,6,7,0,29,0.0,1.0,64.0,41.0,4.0,1.0,1.0,83.0
2038,0,80.0,360.0,1.584962500721156,114,27,0.0,97,25.0,6,6,29,2,62,0.0,1.0,10.0,100.0,3.0,1.584962500721156,1.584962500721156,63.0
2039,0,69.0,344.0,2.0,103,24,1.0,85,9.0,3,5,27,2,30,0.0,1.0,38.0,70.0,4.0,2.0,0.0,73.0
2040,1,51.0,91.0,2.584962500721156,27,7,1.584962500721156,75,3.0,0,2,9,3,63,0.0,2.321928094887362,76.0,89.0,3.0,1.584962500721156,1.0,100.0
2041,0,71.0,376.0,1.0,115,35,0.0,100,,7,8,36,2,22,0.0,0.0,32.0,4.0,9.0,2.0,1.584962500721156,59.0
2042,1,68.0,108.0,2.0,58,15,0.0,81,23.0,6,6,16,1,25,0.0,0.0,31.0,78.0,4.0,2.0,1.0,70.0
2043,1,60.0,171.0,5.247927513443585,85,24,0.0,76,13.0,6,6,25,0,40,0.0,1.584962500721156,86.0,38.0,7.0,1.584962500721156,2.0,100.0
2044,0,88.0,164.0,2.0,87,19,0.0,100,,7,8,19,1,21,0.0,0.0,3.0,,3.0,1.0,0.0,80.0
2045,1,61.0,43.0,2.0,23,25,0.0,100,,7,8,25,6,0,0.0,2.807354922057604,44.0,,12.0,,2.0,52.0
2046,1,64.0,246.0,1.0,84,43,1.0,100,,0,8,45,9,27,0.0,2.321928094887362,49.0,100.0,14.0,2.0,2.321928094887362,63.0
2047,0,75.0,98.0,1.584962500721156,54,21,0.0,100,,7,8,24,1,13,0.0,1.0,36.0,,7.0,1.0,1.0,67.0
2048,1,66.0,206.0,3.321928094887362,76,36,1.584962500721156,79,8.0,4,4,38,2,53,0.0,0.0,60.0,78.0,8.0,1.584962500721156,1.584962500721156,83.0
2049,0,81.0,167.0,3.169925001442312,77,19,0.0,95,21.0,6,6,20,1,30,0.0,1.0,11.0,,1.0,1.0,0.0,40.0
2050,1,67.0,187.0,0.0,89,47,1.584962500721156,87,12.0,6,4,55,4,13,0.0,1.584962500721156,30.0,43.0,13.0,2.0,2.0,55.0
2051,1,68.0,164.0,2.0,59,40,1.0,93,17.0,6,4,43,5,47,0.0,1.0,24.0,78.0,7.0,3.700439718141092,1.0,76.0
2052,0,57.0,151.0,4.523561956057013,102,4,2.807354922057604,60,80.0,6,2,10,0,100,0.0,1.0,,,,1.0,,100.0
2053,1,88.0,367.0,4.700439718141092,170,26,0.0,100,,7,8,26,0,19,0.0,0.0,1.0,39.0,1.0,1.0,0.0,25.0
2054,1,68.0,238.0,4.392317422778761,72,31,1.584962500721156,91,3.0,0,2,33,0,21,0.0,0.0,20.0,62.0,5.0,1.584962500721156,1.0,44.0
2055,1,58.0,29.0,1.0,13,13,0.0,100,,7,8,15,8,0,0.0,3.700439718141092,27.0,,8.0,,2.0,57.0
2056,1,67.0,137.0,1.0,54,15,0.0,82,38.0,6,6,17,1,24,0.0,2.0,47.0,,4.0,1.0,1.0,60.0
2057,1,69.0,57.0,1.584962500721156,27,14,0.0,100,,7,8,15,5,47,0.0,0.0,46.0,97.0,6.0,1.584962500721156,1.584962500721156,89.0
2058,1,57.0,198.0,2.584962500721156,49,8,1.584962500721156,77,36.0,6,2,13,3,38,0.0,1.0,94.0,61.0,4.0,1.584962500721156,2.0,100.0
2059,1,68.0,182.0,4.169925001442312,77,24,0.0,88,4.0,4,6,24,0,38,0.0,0.0,29.0,75.0,4.0,2.0,0.0,58.0
2060,0,74.0,165.0,2.0,68,28,0.0,97,17.0,6,6,30,4,33,0.0,1.0,58.0,86.0,4.0,2.321928094887362,1.0,67.0
2061,1,64.0,195.0,2.584962500721156,52,30,0.0,100,,7,8,30,5,33,0.0,2.321928094887362,75.0,,5.0,1.584962500721156,1.584962500721156,50.0
2062,1,71.0,97.0,3.321928094887362,59,20,0.0,100,,7,8,20,1,65,0.0,0.0,84.0,77.0,3.0,2.807354922057604,2.0,75.0
2063,0,70.0,132.0,1.584962500721156,64,20,1.0,92,6.0,4,6,26,4,4,0.0,1.0,1.0,,1.0,,0.0,13.0
2064,1,57.0,119.0,2.321928094887362,59,39,0.0,97,6.0,4,6,39,3,3,0.0,2.0,58.0,65.0,8.0,1.0,2.321928094887362,36.0
2065,1,60.0,141.0,2.321928094887362,61,16,0.0,94,5.0,4,6,17,2,47,0.0,1.0,64.0,56.0,9.0,2.0,1.584962500721156,100.0
2067,1,69.0,138.0,6.108524456778169,92,6,0.0,83,17.0,6,6,6,0,50,0.0,0.0,84.0,,1.0,1.0,1.0,100.0
2068,1,60.0,79.0,2.807354922057604,32,18,0.0,100,,7,8,19,6,26,0.0,2.321928094887362,20.0,100.0,6.0,1.584962500721156,1.0,57.0
2069,1,68.0,18.0,4.247927513443585,18,2,0.0,100,,7,8,2,0,100,0.0,0.0,,,,1.0,,100.0
2070,0,86.0,307.0,4.643856189774724,131,14,0.0,100,,7,8,15,0,0,0.0,0.0,10.0,,2.0,,0.0,29.0
2071,1,76.0,137.0,2.0,62,31,1.0,91,13.0,6,3,33,5,36,0.0,0.0,9.0,,4.0,1.0,0.0,36.0
2072,1,77.0,239.0,3.0,116,20,0.0,95,,6,6,21,1,19,0.0,1.0,34.0,,1.0,1.0,1.0,22.0
2073,0,79.0,288.0,3.0,92,33,0.0,97,7.0,4,6,37,2,24,0.0,1.584962500721156,2.0,69.0,4.0,2.0,0.0,32.0
2074,0,69.0,369.0,3.700439718141092,132,20,0.0,80,2.0,4,6,20,0,15,0.0,0.0,23.0,31.0,7.0,1.584962500721156,0.0,64.0
2075,1,64.0,242.0,2.0,70,21,1.0,95,8.0,0,6,22,1,43,0.0,1.0,58.0,87.0,5.0,2.0,1.584962500721156,89.0
2076,1,62.0,104.0,1.0,53,28,0.0,93,2.0,4,6,30,5,60,0.0,2.807354922057604,10.0,77.0,4.0,2.321928094887362,1.584962500721156,73.0
2077,1,60.0,75.0,2.321928094887362,30,28,0.0,100,,7,8,29,6,41,0.0,2.321928094887362,83.0,96.0,9.0,1.584962500721156,2.0,92.0
2078,0,75.0,178.0,2.321928094887362,62,38,0.0,95,53.0,6,6,39,2,15,0.0,1.0,15.0,,6.0,,1.0,43.0
2079,1,61.0,163.0,1.0,46,22,0.0,96,33.0,6,6,23,4,35,0.0,2.321928094887362,87.0,76.0,7.0,2.0,2.321928094887362,67.0
2080,1,73.0,420.0,6.614709844115208,208,7,0.0,88,64.0,6,6,8,0,25,0.0,0.0,76.0,,3.0,,1.584962500721156,75.0
2081,1,83.0,144.0,4.247927513443585,68,13,0.0,100,,7,8,13,0,23,0.0,0.0,3.0,,3.0,,0.0,100.0
2082,1,63.0,97.0,2.584962500721156,53,17,0.0,88,18.0,6,6,18,2,18,0.0,2.321928094887362,65.0,79.0,3.0,1.0,1.0,44.0
2083,1,72.0,119.0,1.0,33,19,0.0,100,,7,8,20,3,40,0.0,0.0,37.0,,9.0,1.584962500721156,0.0,85.0
2084,1,79.0,304.0,2.0,111,31,0.0,97,51.0,6,6,31,2,13,0.0,1.584962500721156,19.0,96.0,8.0,1.584962500721156,1.0,59.0
2085,0,82.0,356.0,2.321928094887362,85,34,0.0,100,,7,8,34,3,21,0.0,1.0,2.0,,5.0,1.0,0.0,35.0
2086,0,74.0,246.0,0.0,107,30,0.0,100,,5,8,32,3,13,0.0,1.0,47.0,79.0,17.0,1.584962500721156,1.584962500721156,71.0
2087,1,61.0,149.0,3.807354922057604,75,4,2.321928094887362,100,,7,8,8,0,50,0.0,0.0,,89.0,,1.584962500721156,,100.0
2088,1,63.0,298.0,2.584962500721156,116,11,1.584962500721156,62,6.0,4,2,13,2,46,0.0,0.0,41.0,55.0,5.0,2.321928094887362,0.0,100.0
2089,1,65.0,291.0,3.4594316186372973,91,28,0.0,71,5.0,4,6,28,1,11,0.0,0.0,8.0,,7.0,1.0,1.0,40.0
2090,1,69.0,237.0,2.584962500721156,76,47,1.0,100,,6,8,52,2,27,0.0,0.0,8.0,,5.0,1.0,1.0,60.0
2091,1,67.0,176.0,3.169925001442312,59,29,0.0,100,,7,8,29,1,66,0.0,2.0,95.0,76.0,3.0,2.807354922057604,1.584962500721156,82.0
2092,1,58.0,71.0,2.321928094887362,44,4,1.0,60,57.0,6,5,5,2,60,0.0,0.0,99.0,,1.0,1.0,1.0,100.0
2093,0,85.0,419.0,3.321928094887362,204,11,0.0,100,,7,8,11,1,27,0.0,0.0,6.0,,3.0,1.0,1.0,67.0
2094,0,92.0,279.0,1.0,167,4,0.0,100,,7,8,5,1,0,0.0,0.0,4.0,,2.0,,0.0,100.0
2095,0,89.0,315.0,3.807354922057604,90,13,0.0,100,,7,8,13,0,15,0.0,0.0,6.0,85.0,1.0,1.0,0.0,33.0
2096,1,68.0,150.0,2.0,67,20,0.0,90,6.0,4,6,20,4,60,0.0,2.0,69.0,71.0,3.0,2.0,1.0,75.0
2097,0,87.0,405.0,4.321928094887363,124,25,0.0,100,,7,8,25,0,20,0.0,0.0,9.0,,4.0,1.0,1.0,63.0
2098,0,87.0,253.0,0.0,92,13,0.0,93,58.0,6,6,15,2,33,0.0,0.0,0.0,,0.0,1.0,0.0,20.0
2099,1,56.0,247.0,2.0,57,27,0.0,82,4.0,4,6,28,3,46,0.0,1.0,88.0,99.0,4.0,1.584962500721156,2.0,86.0
2100,0,88.0,214.0,2.321928094887362,114,31,0.0,100,,7,8,31,2,13,0.0,1.0,16.0,,2.0,1.0,0.0,19.0
2101,1,60.0,147.0,1.584962500721156,107,7,2.807354922057604,89,78.0,0,2,12,1,33,0.0,2.807354922057604,1.0,,1.0,,1.0,50.0
2102,1,71.0,164.0,3.4594316186372973,81,12,0.0,100,,7,8,12,1,33,0.0,1.0,83.0,40.0,5.0,1.584962500721156,1.584962500721156,78.0
2103,0,84.0,317.0,1.584962500721156,132,26,0.0,100,,7,8,27,2,22,0.0,0.0,16.0,51.0,5.0,2.0,1.0,57.0
2104,0,64.0,169.0,1.584962500721156,76,64,0.0,98,,6,6,66,4,21,0.0,1.0,53.0,,15.0,1.584962500721156,2.321928094887362,62.0
2105,1,61.0,189.0,2.584962500721156,101,18,0.0,83,6.0,4,6,18,1,39,0.0,2.321928094887362,60.0,,4.0,1.0,1.0,71.0
2106,0,87.0,129.0,1.584962500721156,77,15,0.0,100,,7,8,16,2,19,0.0,0.0,6.0,,3.0,1.0,0.0,40.0
2107,1,62.0,146.0,3.9068905956085187,61,10,1.584962500721156,82,18.0,6,6,12,0,55,0.0,1.584962500721156,50.0,,4.0,1.0,1.584962500721156,100.0
2108,1,81.0,112.0,1.584962500721156,55,17,0.0,100,,7,8,19,1,47,0.0,1.0,24.0,,1.0,1.584962500721156,1.0,33.0
2109,0,75.0,129.0,4.247927513443585,64,28,0.0,100,,7,8,28,0,25,0.0,0.0,59.0,,2.0,2.584962500721156,1.0,58.0
2110,0,74.0,151.0,3.807354922057604,66,45,0.0,100,,7,8,46,0,9,0.0,0.0,19.0,,7.0,1.0,2.0,50.0
2111,0,68.0,266.0,2.0,71,32,1.0,91,1.0,2,4,34,5,26,0.0,2.321928094887362,13.0,96.0,5.0,2.0,0.0,65.0
2112,1,57.0,75.0,3.169925001442312,33,17,0.0,88,2.0,4,6,17,1,18,0.0,0.0,32.0,,3.0,1.0,1.584962500721156,44.0
2113,0,63.0,112.0,3.0,45,37,0.0,100,,7,8,37,9,5,0.0,1.584962500721156,25.0,,10.0,,1.0,56.0
2114,0,76.0,348.0,3.0,119,29,0.0,100,,7,8,29,1,28,0.0,0.0,33.0,89.0,10.0,1.584962500721156,1.0,65.0
2115,0,55.0,193.0,3.321928094887362,64,24,0.0,92,4.0,4,6,24,2,17,0.0,1.0,78.0,10.0,11.0,2.0,2.807354922057604,88.0
2116,1,68.0,144.0,1.584962500721156,41,19,0.0,100,,7,8,21,4,24,0.0,1.0,63.0,78.0,10.0,2.0,2.0,93.0
2117,1,62.0,207.0,2.807354922057604,61,17,1.0,95,18.0,6,3,19,1,11,0.0,1.584962500721156,82.0,,12.0,,2.807354922057604,81.0
2118,1,85.0,198.0,5.321928094887363,132,5,0.0,100,,7,8,5,0,60,0.0,0.0,26.0,,1.0,1.0,0.0,100.0
2119,1,63.0,191.0,2.321928094887362,102,40,1.0,75,4.0,4,5,44,3,23,0.0,2.321928094887362,34.0,44.0,11.0,2.0,1.584962500721156,74.0
2120,1,70.0,105.0,3.321928094887362,57,14,0.0,86,6.0,4,6,14,1,7,0.0,0.0,24.0,,5.0,1.0,1.0,67.0
2121,1,62.0,147.0,2.0,41,8,1.0,89,25.0,5,2,9,2,44,0.0,1.0,97.0,84.0,4.0,2.0,1.0,100.0
2122,1,65.0,264.0,2.0,115,11,0.0,57,1.0,4,6,14,1,21,0.0,1.584962500721156,19.0,63.0,4.0,1.584962500721156,1.0,100.0
2123,0,78.0,238.0,4.247927513443585,106,30,0.0,93,55.0,6,6,30,0,27,0.0,1.0,13.0,73.0,2.0,2.321928094887362,0.0,58.0
2124,0,69.0,272.0,3.0,90,11,1.0,92,9.0,0,2,12,2,42,0.0,0.0,35.0,95.0,3.0,1.0,1.0,71.0
2125,1,65.0,116.0,2.0,39,22,0.0,95,15.0,6,6,22,3,32,0.0,1.0,50.0,47.0,5.0,2.321928094887362,1.0,69.0
2126,1,66.0,398.0,3.807354922057604,129,14,1.0,81,2.0,4,5,16,0,13,0.0,0.0,32.0,,3.0,1.0,0.0,67.0
2127,1,59.0,102.0,2.0,44,32,1.0,82,5.0,4,5,33,4,39,0.0,1.0,43.0,101.0,5.0,2.321928094887362,0.0,90.0
2128,1,63.0,43.0,3.4594316186372973,27,15,0.0,100,,7,8,15,1,20,0.0,1.0,53.0,77.0,9.0,1.584962500721156,1.0,85.0
2129,1,66.0,105.0,2.584962500721156,63,30,0.0,97,14.0,6,6,30,4,57,0.0,2.321928094887362,49.0,26.0,7.0,2.584962500721156,1.0,86.0
2130,0,79.0,128.0,3.700439718141092,63,14,0.0,100,,7,8,14,0,29,0.0,1.0,28.0,,6.0,1.0,1.0,70.0
2131,1,65.0,66.0,1.584962500721156,19,23,0.0,100,,7,8,26,9,19,0.0,0.0,33.0,75.0,15.0,2.321928094887362,1.584962500721156,87.0
2132,0,80.0,173.0,3.169925001442312,62,17,0.0,100,,7,8,18,2,67,0.0,1.0,21.0,93.0,3.0,2.0,0.0,100.0
2133,1,66.0,293.0,1.584962500721156,67,13,0.0,93,,6,6,14,3,36,0.0,2.0,90.0,97.0,3.0,2.0,1.584962500721156,100.0
2134,0,81.0,302.0,1.584962500721156,86,37,0.0,95,59.0,6,6,41,4,41,0.0,0.0,1.0,69.0,3.0,2.584962500721156,0.0,50.0
2135,1,66.0,194.0,2.321928094887362,78,3,1.584962500721156,75,55.0,6,3,4,1,0,0.0,0.0,76.0,,4.0,,0.0,100.0
2136,1,73.0,211.0,2.584962500721156,71,38,0.0,98,42.0,6,6,43,5,49,0.0,1.0,33.0,100.0,4.0,2.321928094887362,0.0,57.0
2137,0,63.0,190.0,2.584962500721156,67,14,1.584962500721156,75,15.0,6,2,17,1,35,0.0,2.321928094887362,0.0,89.0,0.0,1.0,0.0,25.0
2138,1,74.0,123.0,1.584962500721156,59,3,1.0,57,7.0,4,5,7,1,57,0.0,2.807354922057604,5.0,99.0,1.0,1.0,0.0,67.0
2139,0,81.0,121.0,3.0,42,15,1.0,94,76.0,6,5,16,1,19,0.0,0.0,4.0,,5.0,1.0,0.0,55.0
2140,1,66.0,127.0,3.0,63,9,1.0,80,42.0,6,5,10,1,30,0.0,0.0,74.0,77.0,3.0,1.0,1.584962500721156,100.0
2141,0,68.0,213.0,2.321928094887362,52,15,0.0,100,,7,8,15,2,20,0.0,2.0,77.0,,9.0,1.0,2.0,91.0
2142,1,58.0,33.0,2.584962500721156,18,12,0.0,100,,7,8,12,4,50,0.0,1.0,96.0,68.0,5.0,2.584962500721156,2.321928094887362,91.0
2143,1,56.0,316.0,3.807354922057604,143,9,2.807354922057604,50,2.0,1,3,15,0,21,0.0,1.0,36.0,,4.0,1.0,0.0,63.0
2144,1,66.0,163.0,4.321928094887363,73,14,0.0,93,27.0,6,6,14,0,64,0.0,0.0,51.0,58.0,2.0,1.584962500721156,1.584962500721156,67.0
2145,1,73.0,190.0,4.321928094887363,68,37,0.0,100,,7,8,41,0,7,0.0,0.0,41.0,,14.0,1.0,3.0,63.0
2146,1,69.0,59.0,3.4594316186372973,43,10,1.584962500721156,75,32.0,6,3,12,1,50,0.0,0.0,18.0,81.0,1.0,1.584962500721156,0.0,75.0
2147,1,55.0,222.0,4.0,93,18,0.0,67,1.0,4,6,21,0,19,0.0,0.0,105.0,72.0,11.0,2.0,2.0,82.0
